filename,basename,toolid,toolmode,parser_version,runid,exit_code,findings,infos,errors,fails
samples/SimpleDAO.rt.hex,SimpleDAO.rt.hex,conkas,runtime,2022/11/11,github-rt,0,"Integer_Overflow,Integer_Underflow,Reentrancy,Unchecked_Low_Level_Call",,,
samples/SimpleDAO.rt.hex,SimpleDAO.rt.hex,ethainter,runtime,2022/11/17,github-rt,0,,,,
samples/SimpleDAO.rt.hex,SimpleDAO.rt.hex,ethor,runtime,2022/11/11,github-rt,0,insecure,Encountered an unknown bytecode,,
samples/SimpleDAO.rt.hex,SimpleDAO.rt.hex,honeybadger,runtime,2023/02/27,github-rt,0,Money_flow,,,
samples/SimpleDAO.rt.hex,SimpleDAO.rt.hex,madmax,runtime,2022/11/17,github-rt,0,,,,
samples/SimpleDAO.rt.hex,SimpleDAO.rt.hex,maian,runtime,2022/11/11,github-rt,0,"No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct",,,
samples/SimpleDAO.rt.hex,SimpleDAO.rt.hex,mythril-0.23.15,runtime,2023/01/20,github-rt,1,"Exception_State_SWC_110,External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107,Unchecked_return_value_from_external_call_SWC_104,Unprotected_Ether_Withdrawal_SWC_105",,,
samples/SimpleDAO.rt.hex,SimpleDAO.rt.hex,osiris,runtime,2023/02/27,github-rt,0,"Callstack_bug,Overflow_bugs,Reentrancy_bug,Underflow_bugs",,,
samples/SimpleDAO.rt.hex,SimpleDAO.rt.hex,oyente,runtime,2023/02/27,github-rt,1,"Callstack_Depth_Attack_Vulnerability,Re_Entrancy_Vulnerability",,,
samples/SimpleDAO.rt.hex,SimpleDAO.rt.hex,pakala,runtime,2023/02/27,github-rt,0,,,,
samples/SimpleDAO.rt.hex,SimpleDAO.rt.hex,securify,runtime,2022/11/17,github-rt,0,"DAO,MissingInputValidation,UnhandledException",,,
samples/SimpleDAO.rt.hex,SimpleDAO.rt.hex,teether,runtime,2023/02/24,github-rt,0,,Could not exploit any RETURN+CALL,,
samples/SimpleDAO.rt.hex,SimpleDAO.rt.hex,vandal,runtime,2023/02/27,github-rt,0,"ReentrantCall,UncheckedCall",Warning: Deprecated type declaration,,
