filename,basename,toolid,toolmode,parser_version,runid,exit_code,findings,infos,errors,fails
samples/simple_dao.sol,simple_dao.sol,confuzzius,solidity,2022/12/31,github,0,"Reentrancy,Unhandled_Exception",,,
samples/simple_dao.rt.hex,simple_dao.rt.hex,conkas,runtime,2022/11/11,github,0,"Integer_Overflow,Integer_Underflow,Reentrancy,Unchecked_Low_Level_Call",,,
samples/simple_dao.sol,simple_dao.sol,conkas,solidity,2022/11/11,github,0,"Integer_Overflow,Reentrancy,Unchecked_Low_Level_Call",,,
samples/simple_dao.rt.hex,simple_dao.rt.hex,ethainter,runtime,2022/11/17,github,0,,,,
samples/simple_dao.rt.hex,simple_dao.rt.hex,ethor,runtime,2022/11/11,github,0,insecure,Encountered an unknown bytecode,,
samples/simple_dao.rt.hex,simple_dao.rt.hex,honeybadger,runtime,2022/11/11,github,0,Money_flow,,,
samples/simple_dao.sol,simple_dao.sol,honeybadger,solidity,2022/11/11,github,0,Money_flow,,,
samples/simple_dao.rt.hex,simple_dao.rt.hex,madmax,runtime,2022/11/17,github,0,,,,
samples/simple_dao.hex,simple_dao.hex,maian,bytecode,2022/11/11,github,0,"No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct",,,
samples/simple_dao.rt.hex,simple_dao.rt.hex,maian,runtime,2022/11/11,github,0,"No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct",,,
samples/simple_dao.sol,simple_dao.sol,maian,solidity,2022/11/11,github,0,"No_Ether_lock_Ether_refused,Not_destructible_no_self_destruct",,,
samples/simple_dao.sol,simple_dao.sol,manticore-0.3.7,solidity,2022/11/17,github,0,,,,"exception (manticore.core.state.Concretize),exception (manticore.exceptions.ManticoreError: Forking on unfeasible constraint set)"
samples/simple_dao.hex,simple_dao.hex,mythril-0.23.15,bytecode,2023/01/20,github,1,"Exception_State_SWC_110,External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107,Unchecked_return_value_from_external_call_SWC_104,Unprotected_Ether_Withdrawal_SWC_105",,,
samples/simple_dao.rt.hex,simple_dao.rt.hex,mythril-0.23.15,runtime,2023/01/20,github,1,"Exception_State_SWC_110,External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107,Unchecked_return_value_from_external_call_SWC_104,Unprotected_Ether_Withdrawal_SWC_105",,,
samples/simple_dao.sol,simple_dao.sol,mythril-0.23.15,solidity,2023/01/20,github,1,"External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107,Unchecked_return_value_from_external_call_SWC_104,Unprotected_Ether_Withdrawal_SWC_105",,,
samples/simple_dao.rt.hex,simple_dao.rt.hex,osiris,runtime,2022/11/11,github,0,"Callstack_bug,Overflow_bugs,Reentrancy_bug,Underflow_bugs",,,
samples/simple_dao.sol,simple_dao.sol,osiris,solidity,2022/11/11,github,0,"Callstack_bug,Overflow_bugs,Reentrancy_bug,Underflow_bugs",,,
samples/simple_dao.rt.hex,simple_dao.rt.hex,oyente,runtime,2022/11/11,github,1,"Callstack_Depth_Attack_Vulnerability,Re_Entrancy_Vulnerability",,,
samples/simple_dao.sol,simple_dao.sol,oyente,solidity,2022/11/11,github,1,"Callstack_Depth_Attack_Vulnerability,Integer_Overflow,Re_Entrancy_Vulnerability",,,
samples/simple_dao.rt.hex,simple_dao.rt.hex,pakala,runtime,2022/11/11,github,0,,,,
samples/simple_dao.rt.hex,simple_dao.rt.hex,securify,runtime,2022/11/17,github,0,"DAO,MissingInputValidation,UnhandledException",,,
samples/simple_dao.sol,simple_dao.sol,securify,solidity,2022/11/17,github,0,"DAO,MissingInputValidation,UnhandledException",,,
samples/simple_dao.sol,simple_dao.sol,slither,solidity,2022/11/14,github,6,"external_function,low_level_calls,reentrancy_eth,solc_version",,EXIT_CODE_6,
samples/simple_dao.sol,simple_dao.sol,smartcheck,solidity,2022/11/14,github,0,"SOLIDITY_CALL_WITHOUT_DATA,SOLIDITY_PRAGMAS_VERSION,SOLIDITY_UPGRADE_TO_050,SOLIDITY_VISIBILITY",,,
samples/simple_dao.sol,simple_dao.sol,solhint,solidity,2022/11/14,github,1,indent,,EXIT_CODE_1,
samples/simple_dao.rt.hex,simple_dao.rt.hex,teether,runtime,2022/11/11,github,0,,Could not exploit any RETURN+CALL,,
samples/simple_dao.rt.hex,simple_dao.rt.hex,vandal,runtime,2022/11/17,github,0,"reentrantCall,uncheckedCall",Warning: Deprecated type declaration,,
